Date,Year,Primary Type,Description,Location Description,District,Community Area,Latitude,Longitude,Arrest
03-01-2015 03:49,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,15,25,41.88003926,-87.75768639,TRUE
03-01-2015 03:16,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,5,49,41.70808028,-87.6283439,TRUE
03-01-2015 07:15,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,11,29,41.86716322,-87.71850373,FALSE
03-01-2015 18:38,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,22,73,41.70320256,-87.65043879,TRUE
03-01-2015 19:40,2015,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,SIDEWALK,3,42,41.77779141,-87.60160926,TRUE
03-01-2015 19:20,2015,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,APARTMENT,19,3,41.96036017,-87.65053465,FALSE
03-01-2015 22:53,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,9,61,41.80077002,-87.66476358,TRUE
03-02-2015 01:00,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,6,49,41.73358839,-87.63187898,FALSE
03-02-2015 01:44,2015,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,12,31,41.85864747,-87.65090558,FALSE
03-02-2015 13:19,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,6,71,41.74592141,-87.65846945,TRUE
03-02-2015 12:30,2015,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,5,53,41.67762524,-87.65551556,TRUE
03-02-2015 15:57,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,6,44,41.74893876,-87.6039049,TRUE
03-02-2015 19:33,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),16,15,41.94951797,-87.76766353,TRUE
03-02-2015 23:30,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CHA APARTMENT,14,24,41.9053952,-87.69078017,TRUE
03-02-2015 21:29,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,7,67,41.77694965,-87.66902919,TRUE
03-03-2015 00:38,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,9,63,41.79473495,-87.69017042,TRUE
03-02-2015 20:36,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CHA PARKING LOT/GROUNDS,5,54,41.65789535,-87.60340354,TRUE
03-03-2015 02:14,2015,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,STREET,10,29,41.85356167,-87.70865371,TRUE
03-03-2015 16:11,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,5,49,41.7114486,-87.62360815,TRUE
03-03-2015 19:40,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,8,66,41.77841492,-87.68728317,FALSE
03-03-2015 19:42,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),10,30,41.8495065,-87.70028808,TRUE
03-04-2015 00:30,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,24,2,41.99856989,-87.68016082,TRUE
03-04-2015 02:23,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARKING LOT/GARAGE(NON.RESID.),18,8,41.90446617,-87.63146269,TRUE
03-04-2015 07:06,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,24,1,42.02026181,-87.66948725,FALSE
03-04-2015 07:45,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,3,43,41.76166768,-87.56365481,FALSE
03-04-2015 03:50,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,HOTEL/MOTEL,4,48,41.72886642,-87.58547403,TRUE
03-04-2015 10:40,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,5,53,41.67174791,-87.64050443,TRUE
03-05-2015 09:00,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",4,46,41.74403284,-87.54304115,TRUE
03-05-2015 15:31,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,DRIVEWAY - RESIDENTIAL,6,49,41.72674159,-87.61547942,TRUE
03-05-2015 18:24,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,7,67,41.76792532,-87.65661865,TRUE
03-05-2015 12:25,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE-GARAGE,6,49,41.72674159,-87.61547942,TRUE
03-05-2015 15:28,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,15,25,41.88292397,-87.76494993,TRUE
03-05-2015 18:35,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),25,20,41.92118593,-87.73768412,TRUE
03-05-2015 18:20,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,6,44,41.74944529,-87.6058854,TRUE
03-05-2015 21:15,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,6,44,41.74511782,-87.60506579,TRUE
03-05-2015 22:40,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,RESTAURANT,16,10,41.99272317,-87.78355878,TRUE
03-06-2015 06:45,2015,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,11,26,41.87479199,-87.73772221,TRUE
03-06-2015 03:30,2015,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,14,23,41.9101029,-87.70792273,FALSE
03-06-2015 12:50,2015,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,VACANT LOT/LAND,6,71,41.73709585,-87.65337373,FALSE
03-06-2015 10:54,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,8,66,41.77824492,-87.70311952,TRUE
03-06-2015 12:45,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,"SCHOOL, PUBLIC, BUILDING",1,35,41.83981621,-87.61751617,TRUE
03-06-2015 14:04,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,25,25,41.90528856,-87.75704085,TRUE
03-06-2015 15:24,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SMALL RETAIL STORE,6,69,41.75838795,-87.61620073,TRUE
03-06-2015 18:41,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,15,25,41.87928173,-87.76261007,FALSE
03-06-2015 17:03,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,4,46,41.74990072,-87.56702761,TRUE
03-06-2015 18:35,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,6,44,41.73301613,-87.6034476,TRUE
03-06-2015 21:41,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,5,49,41.71915986,-87.6235636,TRUE
03-07-2015 03:16,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,25,25,41.90966888,-87.77888256,TRUE
03-07-2015 03:32,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,7,67,41.7881483,-87.6741315,TRUE
03-07-2015 04:32,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,10,30,41.84755415,-87.71365963,TRUE
03-07-2015 10:24,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,15,25,41.90044956,-87.7525038,TRUE
03-07-2015 09:12,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,24,77,41.99030369,-87.65822264,FALSE
03-07-2015 22:19,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,3,42,41.77332795,-87.58691173,TRUE
03-07-2015 21:50,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),3,42,41.77771613,-87.61314777,TRUE
03-07-2015 22:18,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,4,45,41.75082014,-87.5883196,TRUE
03-08-2015 03:35,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,12,24,41.89084467,-87.67565123,TRUE
03-08-2015 07:30,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,2,38,41.80486344,-87.61503716,TRUE
03-06-2015 18:27,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,BARBERSHOP,24,77,41.99599088,-87.67020307,FALSE
03-08-2015 13:53,2015,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,25,20,41.91615688,-87.72897168,FALSE
03-08-2015 12:58,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,3,42,41.78331947,-87.61569933,TRUE
03-08-2015 19:52,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),10,29,41.85807209,-87.72118242,TRUE
03-08-2015 19:28,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,19,4,41.96794454,-87.69923082,TRUE
03-08-2015 21:48,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,3,42,41.78208526,-87.61493579,TRUE
03-08-2015 20:54,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,16,15,41.93850583,-87.77166051,TRUE
03-09-2015 01:37,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,7,68,41.75897208,-87.63846382,TRUE
03-08-2015 21:24,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,5,53,41.675396,-87.63701353,TRUE
03-09-2015 03:10,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CONVENIENCE STORE,4,52,41.69992752,-87.53528009,TRUE
03-09-2015 12:25,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,4,43,41.75624346,-87.56753856,TRUE
03-09-2015 14:54,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,11,23,41.88989402,-87.72265259,FALSE
03-09-2015 17:45,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,PARK PROPERTY,4,45,41.75446251,-87.5896958,FALSE
03-09-2015 19:45,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,7,67,41.77535958,-87.66410735,TRUE
03-09-2015 20:09,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,5,49,41.70041195,-87.62333038,TRUE
03-09-2015 21:29,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,9,60,41.83632893,-87.63817809,TRUE
03-09-2015 23:40,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,9,37,41.80094788,-87.63199936,TRUE
03-09-2015 23:05,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,3,43,41.76702944,-87.57387647,FALSE
03-10-2015 09:00,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,14,21,41.93476023,-87.7075018,TRUE
03-10-2015 14:51,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,6,71,41.74654582,-87.6439223,TRUE
03-10-2015 17:45,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,GROCERY FOOD STORE,3,43,41.7625069,-87.57679612,FALSE
03-10-2015 17:33,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,5,53,41.6835893,-87.62646237,TRUE
03-10-2015 15:08,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,9,61,41.79857504,-87.66957239,TRUE
03-10-2015 19:08,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ABANDONED BUILDING,9,58,41.82099834,-87.6956969,TRUE
03-10-2015 16:55,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,6,69,41.75770626,-87.62799162,TRUE
03-10-2015 19:51,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,6,71,41.74437888,-87.65843064,TRUE
03-10-2015 21:11,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,7,68,41.7663997,-87.65293609,TRUE
03-10-2015 21:11,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CHA PARKING LOT/GROUNDS,12,28,41.88528369,-87.66830473,TRUE
03-10-2015 23:10,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,25,19,41.92855982,-87.7647802,FALSE
03-11-2015 12:40,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"SCHOOL, PUBLIC, BUILDING",17,21,41.93935097,-87.70542805,TRUE
03-11-2015 13:50,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,4,45,41.75139271,-87.59496814,TRUE
03-11-2015 12:45,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),11,27,41.87490713,-87.69430581,TRUE
03-11-2015 17:50,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),10,30,41.85320213,-87.69913212,FALSE
03-11-2015 17:47,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,3,40,41.78524626,-87.61574751,TRUE
03-11-2015 21:50,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,9,60,41.83688873,-87.64868182,FALSE
03-12-2015 00:29,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),17,14,41.96123218,-87.70121664,TRUE
03-11-2015 13:00,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",12,23,41.89752479,-87.70467357,TRUE
03-12-2015 13:52,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,5,49,41.69807371,-87.62154355,TRUE
03-12-2015 14:05,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESTAURANT,7,68,41.76838292,-87.644495,TRUE
03-12-2015 13:40,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,5,53,41.66828302,-87.63797957,TRUE
03-12-2015 22:30,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,5,49,41.69704584,-87.63111546,TRUE
03-12-2015 22:17,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,12,31,41.85653442,-87.67106573,FALSE
03-12-2015 22:15,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,6,44,41.73364347,-87.6225322,TRUE
03/13/2015 01:48:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,OTHER,7,67,41.78608161,-87.65709143,FALSE
03-12-2015 22:26,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,6,44,41.74394218,-87.60662908,FALSE
03/13/2015 01:02:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,5,49,41.70139733,-87.62335616,TRUE
03/13/2015 01:09:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,8,70,41.73977876,-87.70076235,TRUE
03-12-2015 21:03,2015,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,APARTMENT,24,1,42.00551765,-87.66246593,TRUE
03/13/2015 07:52:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,CTA PLATFORM,19,6,41.94725004,-87.65359694,TRUE
03/13/2015 12:16:00 PM,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENTIAL YARD (FRONT/BACK),10,29,41.85632378,-87.70538558,TRUE
03/13/2015 04:17:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,2,38,41.81754244,-87.62305426,TRUE
03/13/2015 06:17:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,15,25,41.89155672,-87.75058272,FALSE
03/13/2015 06:53:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,5,53,41.67902545,-87.62869405,TRUE
03/13/2015 07:20:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,7,67,41.76792236,-87.67118245,TRUE
03/13/2015 06:25:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,2,36,41.82465564,-87.60726168,TRUE
03/13/2015 08:14:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,2,38,41.82386008,-87.61516241,TRUE
03/13/2015 09:05:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,8,66,41.76957898,-87.68206011,TRUE
03/13/2015 09:51:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,7,67,41.77109676,-87.67248051,FALSE
03/13/2015 10:45:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,4,51,41.71885681,-87.57234875,FALSE
03/13/2015 10:32:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,5,53,41.66594707,-87.63789491,TRUE
03/13/2015 10:35:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,5,53,41.6660248,-87.64031326,FALSE
03/13/2015 10:35:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,5,53,41.6660248,-87.64031326,TRUE
03/13/2015 08:25:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,15,25,41.89572102,-87.76785568,TRUE
03/14/2015 01:36:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,STREET,20,77,41.9788544,-87.67323484,FALSE
03/13/2015 10:53:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,3,69,41.7734288,-87.62272365,TRUE
03/14/2015 12:20:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,3,69,41.77022995,-87.61537968,TRUE
03/14/2015 01:36:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,4,45,41.7501829,-87.59546208,TRUE
03/14/2015 07:15:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,16,17,41.94564368,-87.80701844,TRUE
03/14/2015 07:53:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,9,61,41.80706841,-87.64391569,TRUE
03/14/2015 09:38:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,16,15,41.96618791,-87.76742784,TRUE
03/14/2015 09:50:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,10,29,41.85143391,-87.73212862,FALSE
03/14/2015 09:34:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,10,30,41.85006154,-87.6969389,TRUE
03/14/2015 08:41:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,4,46,41.74040743,-87.56363027,TRUE
03/14/2015 10:47:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,3,42,41.78310858,-87.60964088,TRUE
03/14/2015 05:45:00 AM,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,14,24,41.90582878,-87.66623641,FALSE
03/15/2015 12:52:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,BAR OR TAVERN,25,19,41.91936611,-87.76912039,TRUE
03/15/2015 03:16:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,22,75,41.68552672,-87.65189245,TRUE
03/15/2015 02:40:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,ALLEY,24,1,42.00392743,-87.66083067,TRUE
03/15/2015 08:44:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VACANT LOT/LAND,15,25,41.88123592,-87.76322062,TRUE
03/15/2015 12:39:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,SIDEWALK,4,45,41.75072128,-87.59425755,FALSE
03/15/2015 02:40:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,2,35,41.82965153,-87.6144519,TRUE
03/15/2015 04:48:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),17,14,41.97087937,-87.71710283,TRUE
03/15/2015 03:40:00 PM,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,3,69,41.7662848,-87.61688257,FALSE
03/15/2015 07:05:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,2,35,41.83049354,-87.62054077,TRUE
03/15/2015 09:12:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,7,67,41.77580911,-87.66590275,TRUE
03/15/2015 06:07:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),4,48,41.72934048,-87.56580662,TRUE
03/15/2015 07:09:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,9,37,41.80088734,-87.63377146,TRUE
03/15/2015 06:36:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,11,26,41.8788603,-87.72644437,TRUE
03/15/2015 11:13:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,7,68,41.789901,-87.65233561,TRUE
03/15/2015 11:33:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,24,2,41.99713272,-87.67645255,TRUE
03/16/2015 07:50:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,25,25,41.90675356,-87.75097354,TRUE
03/16/2015 01:55:00 PM,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,9,58,41.82143396,-87.70202482,FALSE
03/16/2015 05:44:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,2,40,41.78931477,-87.61818462,TRUE
03/16/2015 06:32:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),5,54,41.65561908,-87.6162917,TRUE
03/16/2015 06:40:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,2,38,41.81034488,-87.61961974,FALSE
03/16/2015 06:33:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,2,38,41.81567878,-87.62300516,TRUE
03/16/2015 08:27:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,4,51,41.71955536,-87.56885341,TRUE
03/16/2015 06:47:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,APARTMENT,6,71,41.74503051,-87.65398258,TRUE
03/16/2015 09:58:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,6,71,41.74823293,-87.64153328,TRUE
03/16/2015 10:35:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,STREET,6,71,41.75165713,-87.65013068,TRUE
03/17/2015 12:05:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CTA BUS STOP,11,27,41.88090842,-87.71173642,TRUE
03/16/2015 11:37:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,6,71,41.73670091,-87.66794559,TRUE
03/17/2015 01:05:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,16,15,41.94760893,-87.77514262,TRUE
03/17/2015 02:00:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,22,75,41.68784847,-87.66593037,TRUE
03/17/2015 06:59:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARKING LOT/GARAGE(NON.RESID.),25,21,41.93280832,-87.71904605,TRUE
03/17/2015 09:35:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,STREET,10,30,41.84318123,-87.72938367,TRUE
03/18/2015 12:42:00 AM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,24,1,42.00564843,-87.67318972,TRUE
03/18/2015 07:57:00 AM,2015,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,7,67,41.77185028,-87.67371186,FALSE
03/18/2015 12:35:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,5,53,41.67528873,-87.62618716,FALSE
03/18/2015 05:45:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,15,25,41.87846276,-87.75578743,FALSE
03/18/2015 06:46:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,22,71,41.73604483,-87.64554413,TRUE
03/18/2015 06:21:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ABANDONED BUILDING,3,69,41.76888509,-87.62020045,TRUE
03/18/2015 07:07:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,4,43,41.75669667,-87.56390112,TRUE
03/18/2015 05:49:00 PM,2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,11,26,41.87879687,-87.73160048,FALSE
01/27/2016 02:10:00 AM,2016,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,25,20,41.93893853,-87.7387833,TRUE
01/19/2016 02:00:00 PM,2016,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GROCERY FOOD STORE,11,23,41.89905016,-87.72290697,TRUE
01/25/2016 10:44:00 PM,2016,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GAS STATION,11,26,41.8749748,-87.72547505,TRUE
